,precision,recall,f1-score,support
ADI,0.8421052631578947,0.8247422680412371,0.8333333333333334,388.0
DEB,0.7613636363636364,0.6889460154241646,0.7233468286099866,389.0
LYM,0.7945205479452054,0.8946015424164524,0.841596130592503,389.0
MUC,0.7222222222222222,0.770618556701031,0.7456359102244389,388.0
MUS,0.8125,0.7352185089974294,0.7719298245614035,389.0
NOR,0.6763285024154589,0.7197943444730077,0.6973848069738481,389.0
STR,0.707774798927614,0.6786632390745502,0.6929133858267716,389.0
TUM,0.7098445595854922,0.7061855670103093,0.7080103359173127,388.0
accuracy,0.7523319395303957,0.7523319395303957,0.7523319395303957,0.7523319395303957
macro avg,0.7533324413271905,0.7523462552672726,0.7517688195049497,3109.0
weighted avg,0.7533278820730945,0.7523319395303957,0.7517586319459403,3109.0
